post_napoleonic_thought;Post-Napoleonic Thought;Pensée post-napoléonienne;Postnapoleonischer Gedanke;;Pensamiento post-napoleónico;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hierarchical_order;Hierarchical Order;Ordre hiérarchis?;Hierarchische Ordnung;;Orden jerárquico;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hierarchical_order_desc;Hierarchical Order is a system where several components or levels are dependent on the respective higher one. The components get smaller the higher they are.;L'ordre hiérarchis?est un système dans lequel plusieurs composants ou niveaux dépendent respectivement de celui directement au-dessus. Plus le composant est petit, plus son pouvoir est élev?;Die Hierarchische Ordnung ist ein System, in dem mehrere Komponenten oder Stufen von der nächsthöheren abhängen. Je hochstufiger diese Komponenten werden, desto kleiner sind sie.;;El orden jerárquico es un sistema en el que varios componentes o niveles dependen del superior respectivo. Los componentes se hacen más pequeños cuanto más alta es su posición.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
traditionalism;Traditionalism;Traditionalisme;Traditionalismus;;Tradicionalismo;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
traditionalism_desc;Traditionalism is the doctrine that all knowledge is transmitted through the common sense of the people, and that this knowledge that the people bear should be the foundation of society. It fiercely rejects rationalism which it views as a hazardous and counterproductive view of societal transformation.;;Der Traditionalismus ist die Lehre, dass alles Wissen über den Alltagsverstand des Volks übertragen wird, und dass dieses Wissen die Grundlage der Gesellschaft bilden sollte. Dieser Denkansatz lehnt den Rationalismus entschieden ab, den sie als gefährliche und kontraproduktive Sicht des gesellschaftlichen Wandels sieht.;;El tradicionalismo es la doctrina según la cual todo conocimiento se transmite a través del sentido común de la gente, y ese conocimiento de la gente debería ser la base de la sociedad. Rechaza ferozmente el racionalismo, al que ve como una visión peligrosa y contraproducente de la transformación social.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
political_religion;Political Religion;Religion politique;Politische Religion;;Religión política;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
political_religion_desc;Political Religion is the doctrine that ties religion and political means together. Knowledge is often viewed as divinely given, and religious truth cannot be disapproved.;La religion politique est la doctrine qui relie les moyens religieux et politiques. Le savoir est souvent perçu comme un don de Dieu et la vérit?religieuse ne peut être remise en cause.;Politische Religion ist die Lehre, die Religion mit der Politik verbindet. Das Wissen wird oft als gottgegeben angesehen, und religiöse Wahrheit kann nicht zurückgewiesen werden.;;La religión política es la doctrina que une los medios de la religión y la política. A menudo, el conocimiento se percibe como un don divino, y la verdad religiosa no puede rechazarse.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
paternalism;Paternalism;Paternalisme;Paternalismus;;Paternalismo;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
paternalism_desc;Paternalism is the attitude of a person or a government that subordinates should be controlled in a fatherly way for their own good.;Le paternalisme est l'attitude d'une personne ou d'un gouvernement qui contrôle ses subordonnés ?la manière d'un père, pour leur propre bien.;Paternalismus ist die Einstellung einer Person oder einer Regierung, dass Untergebene zu deren eigenem Wohle auf väterliche Art und Weise kontrolliert werden sollten.;;El paternalismo es la actitud de una persona o gobierno cuyos subordinados deberían controlarse de un modo paternal por su propio bien.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
constitutionalism;Constitutionalism;Constitutionalisme;Konstitutionalismus;;Constitucionalismo;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
constitutionalism_desc;Constitutionalism is a constitutional system of government, usually with a written constitution. It advocates that all actions taken by the government must be in accordance with constitutional principles.;Le constitutionalisme est un système de gouvernement constitutionnel, généralement fond?sur une constitution écrite. Il défend l'idée que toute action du gouvernement doit être en accord avec des principes constitutionnels.;Der Konstitutionalismus ist ein konstitutionelles Regierungssystem, üblicherweise mit einer schriftlichen Verfassung. Er tritt dafür ein, dass alle von der Regierung unternommenen Handlungen im Einklang mit den Prinzipien der Verfassung stehen müssen.;;El constitucionalismo es un sistema constitucional de gobierno, normalmente con una constitución escrita. Defiende que todas las acciones realizadas por el gobierno deben ser acordes a los principios constitucionales.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
individualism;Individualism;Individualisme;Individualismus;;Individualismo;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
individualism_desc;Individualism is the belief in the importance of the individual and the virtue of self-reliance and personal independence. This doctrine also states that the government should not interfere in commercial affairs.;L'individualisme est la croyance en l'importance de l'individu et en la vertu de l'autonomie et de l'indépendance des personnes. Cette doctrine établit aussi que le gouvernement ne doit pas intervenir dans les affaires commerciales.;Der Individualismus ist der Glaube an die Bedeutung des Individuums und die Tugenden der Selbstständigkeit und persönlichen Unabhängigkeit. Diese Lehre besagt auch, dass sich die Regierung nicht in geschäftliche Angelegenheiten einmischen sollte.;;El individualismo es la creencia en la importancia del individuo y en la virtud de la propia independencia. Esta doctrina afirma también que el gobierno no debería interferir en los asuntos comerciales.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rationalism;Rationalism;Rationalisme;Rationalismus;;Racionalismo;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rationalism_desc;Rationalism is the theological doctrine that human reason rather than divine revelation establishes religious truth. This doctrine states that knowledge is acquired by reason without resort to experience.;Le rationalisme est la doctrine théologique selon laquelle la vérit?religieuse est établie par la raison de l'homme et non pas par la révélation divine. Cette doctrine affirme que le savoir est acquis par la raison sans l'intervention de l'expérience.;Der Rationalismus ist die theoretische Lehre, dass religiöse Wahrheit eher durch menschliche Vernunft als durch göttliche Offenbarung bewiesen wird. Diese Lehre besagt, dass das Wissen durch Vernunft erlangt wird, ohne dabei auf die Erfahrung zurückzugreifen.;;El racionalismo es la doctrina teológica según la cual es la razón humana y no la revelación divina la que determina la verdad religiosa. Esta doctrina afirma que el conocimiento se adquiere mediante la razón, sin concurso de la experiencia.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
secularization;Secularization;Laïcisation;Säkularisation;;Secularización;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
secularization_desc;Secularization is the activity of changing something like art or education so it is no longer under the control or influence of religion. This doctrine also proposes the transfer of property from ecclesiastical to civil possession.;La laïcisation consiste ?modifier les choses, telles que l'art ou l'éducation, afin qu'elles ne soient plus sous le contrôle ou l'influence de la religion. Cette doctrine propose aussi de transférer les possessions ecclésiastiques dans le domaine civil.;Säkularisation bezieht sich auf die Veränderung von etwas wie z.B. Kunst oder Bildung, damit es nicht länger unter dem Einfluss der Religion steht. Diese Lehre schlägt auch den Transfer kirchlicher Eigentümer in staatsbürgerlichen Besitz vor.;;La secularización es la actividad de cambiar algo, como el arte o la educación, de modo que ya no est?bajo el control o la influencia de la religión. Esta doctrina también propone la transferencia de la propiedad del poder eclesiástico al poder civil.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
social_conscience;Social Conscience;Conscience sociale;Soziales Gewissen;;Conciencia social;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
social_conscience_desc;Social Conscience is motivation deriving logically from ethical or moral principles that govern a society as well as individual’s thoughts and actions.;La conscience sociale est la motivation découlant logiquement de principes éthiques ou moraux qui gouvernent la sociét? mais aussi les pensées et les actions de l'individu.;Soziales Gewissen ist die logisch von ethischen oder moralischen Prinzipien abgeleitete Motivation, die Gesellschaften sowie die Gedanken und Handlungen von Individuen leitet.;;La conciencia social es una motivación derivada lógicamente de los principios de ética o moral que rigen una sociedad, además de los pensamientos y las acciones individuales.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
egalitarianism;Egalitarianism;Égalitarisme;Egalitarismus;;Igualitarismo;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
egalitarianism_desc;Egalitarianism is the doctrine of the equality of mankind and the desirability of political, economic and social equality.;L'égalitarisme est la doctrine de l'égalit?des hommes et de l'attrait de l'égalit?politique, économique et sociale.;Der Egalitarismus ist die Lehre von der Gleichheit der Menschen und der Erwünschtheit von politischer, wirtschaftlicher und sozialer Gleichberechtigung.;;El igualitarismo es la doctrina de la igualdad de la humanidad y la deseabilidad de la igualdad política, económica y social.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
collectivism;Collectivism;Collectivisme;Kollektivismus;;Colectivismo;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
collectivism_desc;Collectivism is a political theory that the people should own all the means of production.;Le collectivisme est une théorie politique selon laquelle le peuple devrait posséder l'ensemble des moyens de production.;Der Kollektivismus ist eine politische Theorie, die besagt, dass allen Menschen dieselben Produktionsmittel zur Verfügung stehen sollten.;;El colectivismo es una teoría política que promulga que la gente debería ser dueña de todos los medios de producción.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
determinism;Determinism;Déterminisme;Determinismus;;Determinismo;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
determinism_desc;Determinism is a philosophical doctrine holding that all events are inevitable consequences of sufficient causes. This is often understood as denying the possibility of free will.;Le déterminisme est une doctrine philosophique affirmant que chaque événement est la conséquence inévitable de causes suffisantes. On le perçoit souvent comme le rejet du libre-arbitre.;Der Determinismus ist eine philosophische Denkrichtung, die alle Ereignisse als unvermeidbare Konsequenzen hinreichender Gründe sieht. Dies wird oft als die Leugnung der Möglichkeit freien Willens gesehen.;;El determinismo es una doctrina filosófica que mantiene que todos los acontecimientos son consecuencias inevitables o causas suficientes. A menudo esto se entiende como una negación de la posibilidad del libre albedrío.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atheism;Atheism;Athéisme;Atheismus;;Ateísmo;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atheism_desc;Atheism is the doctrine or belief that there is no God. People sharing this belief often resort to different means to compensate for the lack of a 'higher figure'.;L'athéisme est la doctrine ou la croyance selon laquelle Dieu n'existe pas Les personnes qui partagent cette croyance ont souvent recours ?d'autres moyens pour compenser l'absence d'un être supérieur.;Atheismus ist die Lehre oder Überzeugung, dass es keinen Gott gibt. Menschen, die dieser Überzeugung anhängen, greifen oft zu anderen Mitteln, um das Fehlen eines 'höhergestellten Wesens' zu kompensieren.;;El ateísmo es la doctrina de la creencia en que no hay Dios. La gente que comparte esta creencia recurre con frecuencia a medios diversos para compensar la ausencia de una 'figura superior'.;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
